freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,R-U,DE60	: 	: 	: 	: 	: 	283.2 	367.98 	357.55 	453.86 	342.77 	420.59 	463.86 	473.89 	458.51 	261.13 	255.2 	320.67 	276.4 	364.94 	250.03 	288.23 	314.59 	319.43 	290.6 	650.99 	: 
A,MIO_EUR,R-U,DE7	: 	: 	: 	: 	: 	846.55 	842.37 	800.57 	844.76 	834.62 	1028 	1051.79 	1344.66 	1233.79 	881.8 	1169.55 	1142.49 	918.52 	1052.48 	975.08 	1053.9 	1170.72 	994.36 	1028.26 	859.07 	: 
A,MIO_EUR,R-U,DE71	: 	: 	: 	: 	: 	580.08 	594.39 	556.34 	589.51 	579.59 	681.01 	749.59 	1005.4 	914.39 	599.68 	857.4 	825.93 	651.04 	699.1 	720.85 	756.82 	805.04 	725.17 	551.67 	641.52 	: 
A,MIO_EUR,R-U,DE72	: 	: 	: 	: 	: 	108.75 	111.22 	106.16 	125.25 	102.8 	149.27 	126.48 	139.22 	143.72 	112.27 	131.26 	173.74 	133.73 	124.65 	132.06 	129.53 	151.6 	148.67 	351.4 	93.17 	: 
A,MIO_EUR,R-U,DE73	: 	: 	: 	: 	: 	157.71 	136.75 	138.07 	130.01 	152.23 	197.72 	175.73 	200.04 	175.67 	169.85 	180.89 	142.81 	133.75 	228.74 	122.17 	167.55 	214.08 	120.52 	125.2 	124.38 	: 
A,MIO_EUR,R-U,DE8	: 	: 	: 	: 	: 	265 	242.5 	204.25 	179.99 	206.05 	199.28 	215.88 	241.99 	206.05 	211.94 	187.5 	166.95 	243.01 	229.89 	254.81 	391.37 	241.91 	250.95 	283.15 	249.67 	: 
A,MIO_EUR,R-U,DE80	: 	: 	: 	: 	: 	265 	242.5 	204.25 	179.99 	206.05 	199.28 	215.88 	241.99 	206.05 	211.94 	187.5 	166.95 	243.01 	229.89 	254.81 	391.37 	241.91 	250.95 	283.15 	249.67 	: 
A,MIO_EUR,R-U,DE9	: 	: 	: 	: 	: 	852.05 	844.68 	816.59 	762.96 	707.8 	962.89 	971.55 	1077.67 	919.71 	935.02 	772.55 	907.17 	737.36 	819.25 	1139.24 	863.74 	919.89 	872.02 	877.45 	975.01 	: 
A,MIO_EUR,R-U,DE91	: 	: 	: 	: 	: 	196.79 	180.18 	173.12 	162.83 	148.2 	203.62 	202.1 	224.35 	196.02 	206.8 	158.35 	178.06 	136.92 	133.85 	257.98 	181.78 	172.99 	151.44 	178.22 	202.62 	: 
A,MIO_EUR,R-U,DE92	: 	: 	: 	: 	: 	235.11 	251.86 	241.72 	225.95 	213.15 	286.86 	291.1 	318.42 	265.84 	218.88 	205.33 	257.65 	191.61 	207.93 	250.65 	253.07 	228.02 	314.27 	279.27 	298.36 	: 
A,MIO_EUR,R-U,DE93	: 	: 	: 	: 	: 	184.62 	180.76 	177.91 	165.73 	151.37 	207.34 	207.25 	232.39 	200.3 	175.65 	152.58 	182.24 	150.75 	152.48 	234.29 	155.85 	182.01 	158.61 	140.86 	146.83 	: 
A,MIO_EUR,R-U,DE94	: 	: 	: 	: 	: 	235.52 	231.88 	223.83 	208.45 	195.09 	265.07 	271.1 	302.51 	257.55 	333.68 	256.29 	289.22 	258.08 	324.98 	396.33 	273.04 	336.88 	247.7 	279.11 	327.22 	: 
A,MIO_EUR,R-U,DEA	: 	: 	: 	: 	: 	1597.75 	1737.33 	1636.29 	1659.1 	1665.31 	2008.34 	2089.84 	2419.79 	1954.83 	2012.46 	1832.5 	1744.23 	1673.44 	2091.35 	1895.65 	1804.26 	1891.46 	1932.72 	1852 	2094.78 	: 
A,MIO_EUR,R-U,DEA1	: 	: 	: 	: 	: 	483.92 	527.89 	506.11 	503.45 	526.25 	629.52 	665.89 	840.71 	561.06 	660.46 	554.98 	467.29 	513.76 	736.23 	606.43 	502.5 	577.84 	570.92 	571.57 	601.11 	: 
A,MIO_EUR,R-U,DEA2	: 	: 	: 	: 	: 	461.41 	479.47 	450.53 	443.1 	455.52 	565.2 	588.51 	625.28 	545.03 	537.26 	445.6 	460.77 	481.68 	499.71 	505.23 	491.58 	534 	520.41 	550.37 	524.07 	: 
A,MIO_EUR,R-U,DEA3	: 	: 	: 	: 	: 	212.03 	220.99 	215.16 	207.49 	212.97 	244.28 	250.33 	290.88 	242.71 	240.84 	236.34 	248.81 	212.99 	338.5 	240.38 	261.38 	218.8 	335.72 	230.61 	314.03 	: 
A,MIO_EUR,R-U,DEA4	: 	: 	: 	: 	: 	167.24 	185.62 	175.58 	174.26 	171.09 	217.27 	216.66 	241.54 	232.42 	236.05 	237.96 	281.62 	201.2 	210.24 	239.78 	208.21 	225.87 	222.71 	195.61 	258.14 	: 
A,MIO_EUR,R-U,DEA5	: 	: 	: 	: 	: 	273.14 	323.35 	288.91 	330.81 	299.47 	352.08 	368.45 	421.39 	373.62 	337.86 	357.62 	285.74 	263.81 	306.67 	303.82 	340.59 	334.95 	282.96 	303.84 	397.43 	: 
A,MIO_EUR,R-U,DEB	: 	: 	: 	: 	: 	310.27 	328.91 	312.69 	330.64 	328.28 	370.39 	438.35 	459.77 	411.84 	581.19 	502.74 	761.82 	392.41 	697.88 	581.45 	624.33 	502.3 	602.2 	509.46 	547.74 	: 
A,MIO_EUR,R-U,DEB1	: 	: 	: 	: 	: 	111.42 	110.68 	106.03 	113.32 	112.29 	129.96 	141.68 	157.13 	143.88 	185.95 	189.36 	208.7 	123.16 	299.33 	209.83 	176.11 	173.29 	149.82 	175.51 	203.42 	: 
A,MIO_EUR,R-U,DEB2	: 	: 	: 	: 	: 	30.11 	38.42 	33.31 	41.65 	37.28 	42.21 	51.95 	49.9 	44.6 	109.26 	70.02 	56.43 	48.63 	65.46 	64.8 	77.51 	55.59 	79.38 	53.67 	53.19 	: 
A,MIO_EUR,R-U,DEB3	: 	: 	: 	: 	: 	168.75 	179.82 	173.34 	175.68 	178.71 	198.23 	244.73 	252.74 	223.36 	285.99 	243.35 	496.69 	220.63 	333.09 	306.82 	370.71 	273.43 	373 	280.28 	291.13 	: 
A,MIO_EUR,R-U,DEC	: 	: 	: 	: 	: 	114.31 	167.44 	109.18 	125.11 	103.98 	124.37 	132.14 	161.26 	153.95 	112.24 	95.95 	115.08 	144.09 	105.1 	162.23 	81.35 	114.83 	97.93 	86.25 	81.86 	: 
A,MIO_EUR,R-U,DEC0	: 	: 	: 	: 	: 	114.31 	167.44 	109.18 	125.11 	103.98 	124.37 	132.14 	161.26 	153.95 	112.24 	95.95 	115.08 	144.09 	105.1 	162.23 	81.35 	114.83 	97.93 	86.25 	81.86 	: 
A,MIO_EUR,R-U,DED	: 	: 	: 	: 	: 	601.41 	566.68 	542.3 	595.95 	566.55 	665.27 	636.08 	712.12 	594.39 	611.46 	629.16 	570.6 	510.99 	514.49 	673.34 	563.99 	854.73 	641.51 	604.71 	680.15 	: 
A,MIO_EUR,R-U,DED2	: 	: 	: 	: 	: 	287.57 	260.97 	233.75 	285.17 	247.45 	314.49 	262.97 	305.98 	229.64 	311.12 	275.67 	225.21 	228.09 	209.06 	255.13 	259.4 	442.12 	307.52 	303.79 	322.02 	: 
A,MIO_EUR,R-U,DED4	: 	: 	: 	: 	: 	177.83 	170.24 	177.62 	167.21 	171.13 	189.29 	202.13 	240.67 	203.24 	151.52 	197.52 	191.63 	167.55 	188.32 	284.21 	178.54 	252.35 	167.92 	170.46 	217.53 	: 
A,MIO_EUR,R-U,DED5	: 	: 	: 	: 	: 	136.01 	135.47 	130.92 	143.58 	147.97 	161.49 	170.98 	165.47 	161.5 	148.82 	155.98 	153.76 	115.35 	117.11 	134 	126.05 	160.26 	166.07 	130.46 	140.61 	: 
A,MIO_EUR,R-U,DEE	: 	: 	: 	: 	: 	208.05 	229.52 	210.12 	195.35 	190.15 	210.62 	221.42 	216.56 	196.51 	222.14 	256 	329.99 	205.55 	199.09 	271.55 	359.3 	198.6 	233.49 	288.11 	294.35 	: 
A,MIO_EUR,R-U,DEE0	: 	: 	: 	: 	: 	208.05 	229.52 	210.12 	195.35 	190.15 	210.62 	221.42 	216.56 	196.51 	222.14 	256 	329.99 	205.55 	199.09 	271.55 	359.3 	198.6 	233.49 	288.11 	294.35 	: 
A,MIO_EUR,R-U,DEF	: 	: 	: 	: 	: 	211.39 	216.58 	192.75 	226.13 	191.71 	225.25 	244.81 	283.4 	262.4 	401.94 	402.92 	325.97 	367.91 	295.04 	448.67 	361.96 	349.04 	388.16 	417.6 	461.94 	: 
A,MIO_EUR,R-U,DEF0	: 	: 	: 	: 	: 	211.39 	216.58 	192.75 	226.13 	191.71 	225.25 	244.81 	283.4 	262.4 	401.94 	402.92 	325.97 	367.91 	295.04 	448.67 	361.96 	349.04 	388.16 	417.6 	461.94 	: 
A,MIO_EUR,R-U,DEG	: 	: 	: 	: 	: 	234.68 	252.13 	216.79 	186.99 	173.7 	204.73 	188.58 	218.44 	198.93 	264.7 	258.07 	338.02 	252.29 	270.44 	343.59 	238.31 	244.47 	240.77 	241.67 	293.48 	: 
A,MIO_EUR,R-U,DEG0	: 	: 	: 	: 	: 	234.68 	252.13 	216.79 	186.99 	173.7 	204.73 	188.58 	218.44 	198.93 	264.7 	258.07 	338.02 	252.29 	270.44 	343.59 	238.31 	244.47 	240.77 	241.67 	293.48 	: 
A,MIO_EUR,R-U,DK	: 	: 	: 	: 	: 	1099.57 	1291.98 	1287.4 	1362.59 	1871.93 	1662.01 	1930.8 	1997.56 	1725.59 	1439.79 	1361.84 	1291.44 	1396.89 	1355.21 	1396.82 	1438.32 	1461.21 	1570.59 	1527.93 	1399.12 	: 
A,MIO_EUR,R-U,DK0	: 	: 	: 	: 	: 	1099.57 	1291.98 	1287.4 	1362.59 	1871.93 	1662.01 	1930.8 	1997.56 	1725.59 	1439.79 	1361.84 	1291.44 	1396.89 	1355.21 	1396.82 	1438.32 	1461.21 	1570.59 	1527.93 	1399.12 	: 
A,MIO_EUR,R-U,DK01	: 	: 	: 	: 	: 	468.75 	555.55 	556.36 	602.37 	804.58 	775.11 	941.94 	961.13 	840.93 	726.01 	667.36 	634.85 	673.05 	630.74 	646.43 	674.51 	728.66 	794.37 	743.44 	685.9 	: 
A,MIO_EUR,R-U,DK02	: 	: 	: 	: 	: 	140.47 	163.71 	157.19 	143.73 	206.72 	154.33 	179.11 	187.23 	138.68 	105.83 	107.82 	97.44 	113.38 	98.42 	106.11 	110.74 	108.39 	111.18 	124.78 	115.59 	: 
A,MIO_EUR,R-U,DK03	: 	: 	: 	: 	: 	191.31 	221.55 	220.85 	244.12 	342.88 	312.14 	334.22 	362.39 	296.67 	238.11 	236.6 	207.37 	218.71 	202.87 	203.49 	215.45 	229.41 	249.51 	272.63 	254.22 	: 
A,MIO_EUR,R-U,DK04	: 	: 	: 	: 	: 	194.8 	232.02 	235.92 	245.6 	339.52 	278.99 	313.31 	322.79 	307.94 	258.66 	254.86 	260.11 	296.9 	325.83 	328.92 	318.42 	279.91 	299.52 	271.56 	233.32 	: 
A,MIO_EUR,R-U,DK05	: 	: 	: 	: 	: 	104.11 	119.16 	117.08 	126.91 	178.36 	141.44 	162.08 	164.15 	141.5 	111.33 	95.2 	91.67 	94.85 	97.35 	112.01 	119.19 	114.7 	116.02 	115.52 	110.1 	: 
A,MIO_EUR,R-U,DKZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,DKZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,EE	24.85 	37.8 	48.79 	56.73 	59.8 	42.2 	69.4 	70.6 	86.4 	105.2 	159.4 	210.9 	183.2 	160.2 	110.6 	105.7 	113.6 	133.3 	169.3 	129.4 	132.6 	148.5 	160.7 	154.1 	182 	143.3 
A,MIO_EUR,R-U,EE0	24.85 	37.8 	48.79 	56.73 	59.8 	42.2 	69.4 	70.6 	86.4 	105.2 	159.4 	210.9 	183.2 	160.2 	110.6 	105.7 	113.6 	133.3 	169.3 	129.4 	132.6 	148.5 	160.7 	154.1 	182 	143.3 
A,MIO_EUR,R-U,EE00	24.85 	37.8 	48.79 	56.73 	59.8 	42.2 	69.4 	70.6 	86.4 	105.2 	159.4 	210.9 	183.2 	160.2 	110.6 	105.7 	113.6 	133.3 	169.3 	129.4 	132.6 	148.5 	160.7 	154.1 	182 	143.3 
A,MIO_EUR,R-U,EL	: 	: 	: 	: 	: 	1666.13 	848.7 	993.15 	1117.88 	1100.16 	928.91 	1000.9 	972.75 	1168.38 	1882.03 	370.06 	400.37 	303.18 	431.08 	417.28 	445.9 	381.82 	319.66 	311.64 	292.75 	: 
A,MIO_EUR,R-U,EL3	: 	: 	: 	: 	: 	763.62 	396.5 	478.64 	529.12 	547.19 	463.35 	499.48 	501.34 	611.77 	967.29 	180.11 	184.21 	140.85 	206.29 	163.23 	193.82 	173.57 	145.93 	140.38 	134.6 	: 
A,MIO_EUR,R-U,EL30	: 	: 	: 	: 	: 	763.62 	396.5 	478.64 	529.12 	547.19 	463.35 	499.48 	501.34 	611.77 	967.29 	180.11 	184.21 	140.85 	206.29 	163.23 	193.82 	173.57 	145.93 	140.38 	134.6 	: 
A,MIO_EUR,R-U,EL4	: 	: 	: 	: 	: 	137.37 	66.71 	75.73 	90.85 	91.86 	77 	81.84 	79.26 	92.43 	149.59 	35.67 	39.16 	31.27 	44.71 	54.34 	56.33 	39.8 	31.88 	31.8 	28.88 	: 
A,MIO_EUR,R-U,EL41	: 	: 	: 	: 	: 	19.24 	8.49 	11.21 	11.61 	10.15 	8.01 	7.36 	6.8 	8.99 	14.79 	3.55 	4.84 	3.89 	5.46 	8.88 	8.2 	4.75 	4.01 	3.98 	3.61 	: 
A,MIO_EUR,R-U,EL42	: 	: 	: 	: 	: 	39.52 	20.76 	24.92 	33.23 	30.48 	23.86 	26.66 	26.58 	31.74 	51.5 	9.38 	11.99 	8.66 	12.58 	14.03 	16.89 	12.87 	10.03 	10.49 	9.83 	: 
A,MIO_EUR,R-U,EL43	: 	: 	: 	: 	: 	78.61 	37.47 	39.6 	46.01 	51.23 	45.14 	47.83 	45.89 	51.7 	83.3 	22.74 	22.33 	18.71 	26.67 	31.43 	31.25 	22.18 	17.84 	17.34 	15.44 	: 
A,MIO_EUR,R-U,EL5	: 	: 	: 	: 	: 	428.34 	215.38 	237.79 	263.6 	244.94 	214.48 	232.76 	214.36 	249.47 	408.14 	76.42 	90.63 	68.21 	93.14 	93.2 	97.49 	84.74 	71.2 	69.65 	64.18 	: 
A,MIO_EUR,R-U,EL51	: 	: 	: 	: 	: 	63.27 	35.16 	37.97 	39.67 	38.33 	33.51 	34.13 	31.01 	34.43 	58.11 	11.82 	12 	9.24 	12.93 	11.05 	11.79 	10.89 	9.24 	9.34 	8.9 	: 
A,MIO_EUR,R-U,EL52	: 	: 	: 	: 	: 	290.31 	144.05 	158.96 	173.67 	163.56 	144.87 	159.9 	148.11 	176.44 	288.54 	52.77 	62.54 	48.26 	66.75 	65.93 	65.02 	59.55 	49.6 	48.46 	43.98 	: 
A,MIO_EUR,R-U,EL53	: 	: 	: 	: 	: 	34.45 	17.91 	21.71 	23.59 	19.82 	16.21 	18.59 	17.65 	18.88 	29.92 	5.9 	7.98 	5.11 	5.65 	5.92 	7.37 	5.96 	5.06 	4.72 	4.54 	: 
A,MIO_EUR,R-U,EL54	: 	: 	: 	: 	: 	40.3 	18.26 	19.15 	26.67 	23.24 	19.89 	20.14 	17.59 	19.71 	31.55 	5.93 	8.12 	5.6 	7.8 	10.3 	13.31 	8.33 	7.29 	7.13 	6.75 	: 
A,MIO_EUR,R-U,EL6	: 	: 	: 	: 	: 	336.8 	170.11 	200.98 	234.31 	216.18 	174.08 	186.82 	177.79 	214.7 	357.01 	77.86 	86.38 	62.86 	86.95 	106.52 	98.26 	83.7 	70.65 	69.8 	65.1 	: 
A,MIO_EUR,R-U,EL61	: 	: 	: 	: 	: 	98.99 	53.29 	59.66 	66.62 	58.57 	43.7 	46.77 	45.8 	59.96 	94.14 	18.49 	21.38 	15.35 	21.7 	23.26 	24.48 	21.9 	18.44 	18.96 	17.74 	: 
A,MIO_EUR,R-U,EL62	: 	: 	: 	: 	: 	35.12 	15.64 	15.65 	20.35 	19.22 	14.88 	15.32 	15.03 	21.25 	35 	7.33 	9.38 	6.93 	8.33 	10.7 	9.18 	8.07 	6.6 	6.66 	6.34 	: 
A,MIO_EUR,R-U,EL63	: 	: 	: 	: 	: 	78.64 	38.35 	49.35 	62.03 	58.17 	46.05 	50.23 	47.04 	53.22 	90.01 	19.97 	20.67 	15.3 	19.44 	17.95 	19.76 	19.21 	15.61 	15.55 	13.78 	: 
A,MIO_EUR,R-U,EL64	: 	: 	: 	: 	: 	53.18 	30.17 	36.28 	40.14 	36.9 	33.92 	32.85 	29.69 	33.85 	57.61 	12.33 	14.51 	10.07 	14.26 	27.94 	14.93 	13.15 	11.52 	11.19 	10.35 	: 
A,MIO_EUR,R-U,EL65	: 	: 	: 	: 	: 	70.87 	32.66 	40.04 	45.17 	43.31 	35.53 	41.65 	40.23 	46.43 	80.25 	19.74 	20.44 	15.2 	23.22 	26.67 	29.91 	21.37 	18.49 	17.44 	16.88 	: 
A,MIO_EUR,R-U,ES	: 	: 	: 	: 	: 	4963 	5362 	5825 	6780 	7388 	8221 	10559 	10796 	11279 	10623 	8705 	4958 	4478 	5078 	5180 	5123 	4849 	5040 	5250 	5454 	: 
A,MIO_EUR,R-U,ES1	: 	: 	: 	: 	: 	425.8 	470.1 	528.9 	615.1 	654.1 	723.6 	930.8 	953.3 	863.3 	959.2 	888.1 	473.6 	381.8 	402.4 	337.7 	369.2 	376.9 	437.4 	453 	429.2 	: 
A,MIO_EUR,R-U,ES11	: 	: 	: 	: 	: 	247.9 	284.6 	335.5 	392.1 	417.6 	466.6 	601.9 	628.1 	572.8 	681.4 	655.2 	328.8 	274.4 	296.6 	192.3 	234.9 	188.4 	276.1 	325.3 	309 	: 
A,MIO_EUR,R-U,ES12	: 	: 	: 	: 	: 	121.3 	126.9 	128.5 	142.8 	151.7 	161 	209.6 	204.4 	218 	203.4 	155.1 	82.7 	45.1 	39.2 	78.1 	74.5 	86.9 	69.6 	54.7 	50 	: 
A,MIO_EUR,R-U,ES13	: 	: 	: 	: 	: 	56.6 	58.6 	64.9 	80.2 	84.8 	96 	119.3 	120.8 	72.5 	74.4 	77.8 	62.1 	62.3 	66.6 	67.3 	59.8 	101.6 	91.7 	73 	70.2 	: 
A,MIO_EUR,R-U,ES2	: 	: 	: 	: 	: 	495.5 	565.1 	613.2 	665.8 	727 	808.1 	1036.2 	1062.9 	1318.5 	1232.2 	1142.5 	531.8 	410.3 	516.9 	584.8 	649.7 	549.2 	522.7 	519.5 	541.8 	: 
A,MIO_EUR,R-U,ES21	: 	: 	: 	: 	: 	252.1 	286.9 	306.5 	312.1 	338.6 	370.2 	451.3 	452.3 	424 	325.5 	249 	197.5 	186.6 	176.6 	229.2 	241.8 	217 	180.8 	160 	186.3 	: 
A,MIO_EUR,R-U,ES22	: 	: 	: 	: 	: 	73.2 	86 	103.5 	109 	123.5 	137 	189.5 	203.1 	215.4 	224.7 	214.1 	123.5 	59.9 	62.9 	103.4 	155.9 	133.2 	109.4 	102.1 	71.6 	: 
A,MIO_EUR,R-U,ES23	: 	: 	: 	: 	: 	34.4 	39.6 	41.4 	43.6 	48.4 	56.8 	72.6 	75.3 	51.1 	284.8 	377.1 	38.2 	19 	103.4 	88.3 	113.3 	94.3 	106.7 	120.4 	161.9 	: 
A,MIO_EUR,R-U,ES24	: 	: 	: 	: 	: 	135.8 	152.6 	161.8 	201.1 	216.5 	244.1 	322.8 	332.2 	628 	397.2 	302.3 	172.6 	144.8 	174 	163.9 	138.7 	104.7 	125.8 	137 	122 	: 
A,MIO_EUR,R-U,ES3	: 	: 	: 	: 	: 	1049.4 	1058.9 	1081.1 	1240.4 	1384.4 	1548.4 	1881.4 	1948.8 	2604.8 	2007.6 	1245.4 	806.6 	854.5 	989.9 	771.3 	787.9 	807.7 	925.5 	961.5 	1025.4 	: 
A,MIO_EUR,R-U,ES30	: 	: 	: 	: 	: 	1049.4 	1058.9 	1081.1 	1240.4 	1384.4 	1548.4 	1881.4 	1948.8 	2604.8 	2007.6 	1245.4 	806.6 	854.5 	989.9 	771.3 	787.9 	807.7 	925.5 	961.5 	1025.4 	: 
A,MIO_EUR,R-U,ES4	: 	: 	: 	: 	: 	510.7 	577.2 	587.8 	680.2 	745.2 	855.8 	1118 	1152.4 	941.6 	950.3 	889.6 	481.8 	360 	355.5 	378.5 	423.6 	420.7 	467.1 	459.1 	516.6 	: 
A,MIO_EUR,R-U,ES41	: 	: 	: 	: 	: 	239.1 	276.3 	287.4 	326.8 	363 	412 	528.2 	560.5 	481.2 	463.7 	494.2 	255.9 	205.2 	197.8 	188.6 	227.3 	205.3 	218.9 	199.8 	241.8 	: 
A,MIO_EUR,R-U,ES42	: 	: 	: 	: 	: 	174.7 	199.8 	199.3 	234.8 	255.9 	301.4 	402.2 	403.5 	312.5 	324.1 	249.9 	148.1 	109.8 	108.5 	121.8 	122.4 	119.1 	145 	162.7 	178.1 	: 
A,MIO_EUR,R-U,ES43	: 	: 	: 	: 	: 	96.9 	101.1 	101.1 	118.6 	126.3 	142.4 	187.6 	188.4 	147.9 	162.5 	145.5 	77.8 	45 	49.2 	68.1 	73.9 	96.3 	103.2 	96.6 	96.7 	: 
A,MIO_EUR,R-U,ES5	: 	: 	: 	: 	: 	1427.4 	1535.3 	1703.7 	2037.4 	2197.6 	2375 	3065.4 	3089.3 	3451.8 	3462.7 	2898.6 	1589.4 	1555 	1694.7 	1856.2 	1671.9 	1612.9 	1577.2 	1678.4 	1855.4 	: 
A,MIO_EUR,R-U,ES51	: 	: 	: 	: 	: 	861.1 	911.3 	986.4 	1204.4 	1313.1 	1369.2 	1776.8 	1756 	2062.3 	2125.3 	1880.3 	982.3 	1039.7 	1147.7 	1215.9 	1099.9 	1043.4 	1045.3 	1163.1 	1238.9 	: 
A,MIO_EUR,R-U,ES52	: 	: 	: 	: 	: 	445.9 	497.8 	576.2 	673.3 	725.1 	823.1 	1053.5 	1096.1 	874.9 	847 	653 	451.9 	381 	387.9 	460.5 	397.5 	361.8 	360.3 	376.5 	441.8 	: 
A,MIO_EUR,R-U,ES53	: 	: 	: 	: 	: 	120.4 	126.2 	141.1 	159.7 	159.4 	182.7 	235.1 	237.2 	514.6 	490.4 	365.3 	155.2 	134.3 	159.1 	179.8 	174.5 	207.7 	171.6 	138.8 	174.7 	: 
A,MIO_EUR,R-U,ES6	: 	: 	: 	: 	: 	840.3 	931.3 	1057.3 	1246.5 	1376.2 	1564.4 	2086.4 	2138.8 	1714 	1648.1 	1274.9 	857.8 	723.8 	855.1 	1024.2 	952.9 	826.6 	820.9 	864.5 	793 	: 
A,MIO_EUR,R-U,ES61	: 	: 	: 	: 	: 	720.4 	792.2 	895.4 	1051.3 	1160.6 	1314.2 	1752.5 	1781 	1364.4 	1334.4 	1052.4 	713 	608.4 	727.4 	867.7 	807.9 	696.3 	712 	750.3 	651.6 	: 
A,MIO_EUR,R-U,ES62	: 	: 	: 	: 	: 	107.4 	124.5 	145.1 	176.1 	194.7 	226.3 	302.9 	325.5 	336 	299.4 	201.1 	123.4 	85.5 	108.1 	133.7 	137 	118.1 	99 	104.8 	130 	: 
A,MIO_EUR,R-U,ES63	: 	: 	: 	: 	: 	6.7 	7.8 	8.8 	10.2 	10.8 	12.1 	15.4 	16 	7.5 	5.9 	4.7 	3.1 	3.2 	5.6 	10.2 	5.4 	4.9 	5 	3.4 	4.4 	: 
A,MIO_EUR,R-U,ES64	: 	: 	: 	: 	: 	5.8 	6.8 	8 	8.9 	10.1 	11.8 	15.6 	16.3 	6.1 	8.4 	16.7 	18.3 	26.7 	14 	12.6 	2.6 	7.3 	4.9 	6 	7 	: 
A,MIO_EUR,R-U,ES7	: 	: 	: 	: 	: 	214.2 	223.7 	253.5 	294.3 	303.8 	345.4 	440.6 	450.6 	385.2 	362.8 	366 	216.8 	192.9 	263.1 	226.8 	267.6 	255.3 	289 	314.1 	292.1 	: 
A,MIO_EUR,R-U,ES70	: 	: 	: 	: 	: 	214.2 	223.7 	253.5 	294.3 	303.8 	345.4 	440.6 	450.6 	385.2 	362.8 	366 	216.8 	192.9 	263.1 	226.8 	267.6 	255.3 	289 	314.1 	292.1 	: 
A,MIO_EUR,R-U,ESZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,ESZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,FI	: 	: 	: 	: 	: 	560 	559 	563 	670 	661 	639 	681 	783 	812 	798 	795 	791 	868 	838 	799 	887 	969 	1045 	1193 	1207 	: 
A,MIO_EUR,R-U,FI1	: 	: 	: 	: 	: 	555.39 	553.18 	557.67 	664.86 	649.79 	633.09 	672.9 	772.39 	793.22 	792.9 	790.71 	785.9 	863.61 	833.9 	796.18 	880.96 	962.3 	1039.45 	1182.05 	1197.73 	: 
A,MIO_EUR,R-U,FI19	: 	: 	: 	: 	: 	108.02 	114.64 	118.08 	113.05 	129.7 	135.17 	131.73 	138.34 	143.57 	142.08 	151.02 	144.06 	191.63 	165.92 	148.02 	235.54 	236.92 	227.99 	266.26 	245 	: 
A,MIO_EUR,R-U,FI1B	: 	: 	: 	: 	: 	250.41 	235.15 	241.35 	299.13 	233.27 	236.19 	269.21 	274.92 	320.38 	337.16 	337.61 	356.4 	354.03 	356.44 	341.28 	205.76 	412.68 	449.58 	488.64 	519.23 	: 
A,MIO_EUR,R-U,FI1C	: 	: 	: 	: 	: 	93.01 	86.64 	89.41 	102.65 	131.28 	131.24 	141.2 	187.75 	161.07 	137.04 	144.36 	132.61 	131.36 	112.85 	135.82 	193.28 	146.33 	166.96 	182.96 	166.2 	: 
A,MIO_EUR,R-U,FI1D	: 	: 	: 	: 	: 	103.95 	116.75 	108.83 	150.03 	155.53 	130.5 	130.76 	171.37 	168.2 	176.62 	157.72 	152.83 	186.59 	198.69 	171.06 	246.38 	166.37 	194.92 	244.19 	267.3 	: 
A,MIO_EUR,R-U,FI2	: 	: 	: 	: 	: 	4.61 	5.82 	5.34 	5.14 	11.21 	5.91 	8.1 	10.61 	18.78 	5.1 	4.29 	5.1 	4.39 	4.1 	2.82 	6.04 	6.7 	5.55 	10.95 	9.27 	: 
A,MIO_EUR,R-U,FI20	: 	: 	: 	: 	: 	4.61 	5.82 	5.34 	5.14 	11.21 	5.91 	8.1 	10.61 	18.78 	5.1 	4.29 	5.1 	4.39 	4.1 	2.82 	6.04 	6.7 	5.55 	10.95 	9.27 	: 
A,MIO_EUR,R-U,FR	: 	: 	: 	: 	: 	5925.94 	6385.25 	6451.68 	6860.41 	7354.46 	8051.3 	8567.93 	9489.79 	9691.38 	9552.34 	9384.5 	9785.24 	10691 	11556.07 	10635.73 	9667.99 	9917.81 	10365.91 	11331.33 	12364.59 	: 
